b'OAS1_0001_MR1',22.256193,-5.611357,5.810886,-0.82037073,1.0373608,1.9334972,-0.4067173,0.50500095,0.4028719,1.4196333,1.973332,-0.42343724,-0.8180285,0.8833624,2.9220817,2.0677347,2.5374951,-0.85181814,0.834923,0.9027857,2.1010146,0.42724743,3.0313377,0.9943748,-1.1690493,-0.22375926,1.7426916,1.9201626,1.81711,-0.30649358,-0.8373396,-1.9882747,-0.15723784,-0.7779272,1.4460443,0.82451415,0.22020452,1.9958616,-0.8553565,1.655562,2.0980382,0.8284565,-1.3396802,0.61196005,0.4522113,-1.8905555,1.7228982,-1.6410939,-1.975901,-0.22771928,-1.876758,1.7176377,-0.6951692,0.37250856,0.23765455,-0.7097424,-0.28329137,1.7147757,0.19454733,-1.0471454,1.400862,-1.5133345,-0.7705795,-0.1096192,-0.9035758,-2.4728267,2.7947,0.21524681,2.0959842,-1.3896754,-0.99200106,-0.34620464,-1.6821525,-0.47252148,-2.2650292,1.3765702,-2.3280663,-1.5184146,-0.2558209,-3.5102878,-0.20948304,-1.1622417,-0.5041064,1.5177952,-0.99209774,-1.5144876,1.8763313,-0.28433973,-0.13589157,0.89057356,0.20145246,-1.0922551,0.267247,-0.71592605,1.2617202,-0.06155899,0.5267787,0.51966023,0.20922084,1.1260473
b'OAS1_0002_MR1',30.233698,-6.512867,0.44568178,-4.860337,2.2612944,2.2537553,-1.3172115,6.0267167,2.6109269,-1.4455241,3.261351,-3.1662028,5.41835,0.18311101,3.3111818,-1.5087477,-0.40923733,-2.6239989,1.563692,-0.9688242,2.3718204,-1.4888597,3.82585,-0.6373366,-0.0539278,1.4302126,0.51108223,-0.69246334,-0.91758454,3.0777688,0.29363558,-0.27747214,-3.2478845,-0.9283427,-1.6521133,0.9544501,-1.7606206,2.4026537,0.3798632,0.7580657,0.99030364,-0.9162172,-1.1247864,0.2342476,2.1011806,-1.1455542,0.17963086,-2.5643117,0.53622836,2.3606312,-0.26740605,1.5132118,-0.72610027,0.5409409,0.09428209,0.19060037,2.3723888,-0.48618835,-0.07195457,1.614694,0.6626626,0.19600178,3.1404886,-1.2117369,1.8442078,0.5684299,0.15221594,1.7953023,-0.2594214,-0.18420014,0.50754654,-1.0554572,0.67274463,-1.2127503,2.8967693,-1.7104582,1.4214239,-1.4493022,0.1242245,0.02534431,-0.46836567,-0.05904442,0.93349296,0.5018198,0.6102109,0.067722455,-1.233418,1.321296,-0.5504667,0.19516622,-0.29015583,0.46391255,-1.3207313,1.6987779,-2.3715637,-1.0116006,-2.3500762,1.4581515,-0.27318624,-0.6781116
b'OAS1_0003_MR1',10.417486,-5.136184,-3.684908,6.026752,-5.9900036,0.96599317,-1.729212,-3.439466,2.0932539,1.3700063,-1.6221085,-0.055770256,4.0649147,-0.79350674,-1.6108192,0.026385114,1.424001,-3.7557125,4.6129937,0.6510264,1.3561594,1.3045728,-6.2076344,3.7450502,3.1119802,0.042669456,-0.31760713,-6.766302,0.5557257,-1.378813,-4.79794,-1.9481158,-2.2198734,-2.3010232,2.7448993,1.3115792,1.3208477,-2.901393,-0.26000234,0.8590923,0.59100926,2.7362235,-2.390757,0.012250584,0.695832,1.3356911,-2.3896441,-2.005481,1.4527872,-0.6039474,0.8104105,1.7061574,1.9779891,-3.555904,4.7809052,-1.9704046,-4.3492813,-0.7561062,-0.7727608,-0.33497435,-0.07148982,-0.5843631,0.2494461,-2.5320528,-0.41484913,1.5861578,4.3289266,-1.1418461,-0.14943641,-1.1290067,4.0827837,-0.66440475,-1.5177798,-0.8788619,0.22587636,-1.1015428,-0.6133632,-0.72340524,1.0396159,0.9737959,1.46057,1.2477267,0.30764243,-2.8211107,0.74217093,-0.27587563,3.4043934,1.3596236,-1.2696055,-0.8402505,-2.1946,0.13374202,2.4585466,-3.9093623,-1.0465077,-2.2548954,1.2254578,0.60250545,-1.3729885,-2.7845128
b'OAS1_0004_MR1',-12.895634,6.474979,-6.4779735,-1.7516533,2.7101498,-10.487804,-6.3503013,1.3811626,-0.83508676,1.9291764,-0.8633561,-0.26748663,-2.721586,-0.5547298,4.6004143,1.0088038,2.0659924,2.3586953,4.33159,1.4394376,-4.0895042,2.4618542,-0.99019486,-0.19906394,-3.3708987,3.7408845,-0.9648681,0.5554357,-1.3537852,-0.26872388,-5.5690217,1.5826594,-1.0672766,-2.4423425,0.29474106,-3.2376125,3.6670873,-4.235576,-1.3802623,-0.00968878,4.597565,1.7616446,-0.01148609,0.9638483,-2.1511528,-2.2386494,1.0055898,-0.25901335,2.1414852,0.65857023,-2.7274687,1.9289738,0.9042356,1.879553,-0.756597,-1.6982747,-2.8746238,3.3381126,-4.29449,1.7962881,-0.5648515,0.8429564,-1.4881029,3.4972022,-3.9640343,1.8892068,3.7186437,-0.7884571,-0.21868666,-1.2713995,3.5850112,-2.6792521,0.51175666,-1.2847191,-0.5300009,0.3471073,5.0970645,-0.26936522,0.3391503,-2.540433,0.20209081,-1.5179687,0.54314077,-3.739645,-3.9231513,1.6344283,0.02862097,0.69699526,-3.5701544,1.5957636,-1.3981702,2.7767298,-1.2679881,0.30949792,-1.9652507,-3.7284658,5.2049866,2.688357,1.1708255,-0.8810348
b'OAS1_0005_MR1',-27.397839,2.3766744,-6.725589,1.6551865,2.0762634,7.4539027,-6.6620016,-0.00213481,0.15816864,0.4839663,4.3199296,3.363981,-2.2762713,-7.7397485,10.908154,-2.507917,-4.406905,3.2594714,-3.5386372,5.9352975,0.46245733,7.995066,-1.267605,-3.7006524,-1.3463938,-3.180333,-5.905298,4.626879,1.5563781,0.16053143,4.1308656,-5.033181,-0.83290535,-2.9122832,-1.457134,3.4293783,-1.4923791,-0.61705214,-2.6316733,4.1500626,1.4094155,2.944822,-4.01834,7.206391,1.2002752,-0.5174321,-4.166117,1.6553041,1.5366006,-1.9566991,5.6370807,0.16344857,-4.24726,-1.8534029,3.946133,0.62879574,-2.7026343,0.2591338,3.7424617,4.8035717,-0.77879417,2.5193944,2.3726153,7.975438,-4.567003,7.6949883,-1.2598944,-1.3005594,0.068819836,-1.9266908,1.6860051,3.8926373,0.47285628,-1.5650644,-0.3957137,0.48756436,-1.4410306,-4.151669,2.1404924,-0.67664295,-2.0937297,-1.3052993,-2.9008284,1.3868634,1.5816897,-3.2623687,2.7074826,0.111596994,1.9119278,0.3888602,1.7822666,-2.282945,-2.26335,-1.6533194,-3.039639,1.4863008,-0.978991,2.3260853,-1.7519184,-2.8426683
b'OAS1_0006_MR1',25.799967,-0.23121971,-0.90830755,-0.1646178,0.5410762,-1.2227314,-1.3713138,0.36003292,-5.601891,3.374497,2.3546913,-2.2970293,4.973399,2.970149,1.1293719,3.12739,-2.0150259,0.0068768603,-0.87213224,2.3834324,1.7506769,-1.703407,0.76246667,-4.985587,-0.21208192,0.38072547,0.09901936,-0.99233806,-0.6895526,-2.2588794,-1.1881218,1.6371735,0.06550193,2.1946306,1.0025223,-0.87107706,-1.0704621,0.7311344,0.4414436,-1.9518859,0.31490287,2.7590797,-3.7780578,-1.2554078,3.625977,-1.3552872,1.3223741,-2.904851,0.26308823,-3.1992192,1.401807,1.5827814,-0.34739545,-0.037247322,2.0476408,1.403993,0.2638424,0.28348312,0.6407305,1.5323514,1.1256489,-3.5999885,1.5642047,-1.3826665,-2.252494,-0.29894263,-1.48071,1.7449368,2.1413393,-2.7285585,2.357391,1.2146764,1.1910387,0.06659466,1.1262404,1.5750927,-0.42867854,1.6729164,0.98084223,0.37277225,1.1662874,1.5536939,-1.5066383,-0.9235456,-0.87557185,-2.490965,0.9823556,-1.450562,1.8478658,-0.009766178,-1.401639,-0.8097873,1.9384134,-2.2799587,-0.6843157,2.3756168,-1.5388064,-0.7754767,1.0680333,0.7413907
b'OAS1_0007_MR1',-4.741828,10.550964,-1.6260598,-1.048844,-0.69129276,0.33115602,-4.284711,1.9362278,-0.29213485,1.3017075,4.4754896,2.8312335,1.4293257,3.205309,-2.7760608,3.0040917,-3.2749019,3.7622783,1.2580163,4.9646454,-2.1116314,0.88068056,-0.769968,1.4363582,4.471752,-0.64236057,-2.674546,-0.79382294,0.7217836,0.028587967,4.554286,4.770781,-2.5764997,1.8699046,-2.2644603,-6.3462234,-0.41389233,-0.23678325,1.439753,3.7361753,0.56415516,0.6998696,-0.5552186,-0.77108043,-0.2864757,1.9719816,0.6175588,0.58616173,-4.166326,-2.1285014,0.3190144,-0.13340792,0.3102713,-2.7437973,-0.38082513,3.3197038,-1.6430093,0.17225097,3.1796727,-4.6804175,-1.0966867,-0.40454248,-0.029818438,1.9654728,3.5574863,-3.5384698,1.5764357,0.21320602,0.96007776,0.66786176,-0.27273518,1.0822378,0.48358455,-0.5081927,3.8678925,-0.17455192,3.3502345,-1.3211801,-5.5794888,1.5052526,1.033525,-0.9921508,1.2842203,-2.2301252,-3.4601214,1.6849995,-0.76307786,1.8949836,-0.632812,4.29335,1.9636368,0.63627213,-2.168063,-2.6376476,-2.7166321,-1.4443302,-1.3126835,0.27190784,1.6291215,0.063887924
b'OAS1_0009_MR1',-9.453439,-2.8224802,-6.413137,-3.128264,3.0876987,-8.952704,0.990613,1.5334281,-0.8246392,2.8780565,-1.4521397,4.089228,-7.3170023,-1.0521529,0.83867276,0.045927223,-0.01893132,-0.62707305,1.4105765,1.0895256,0.12951984,-3.5211647,-5.664305,-0.95527565,4.0620294,-0.8926898,1.8136119,-4.8603835,0.21663082,-5.0462723,-0.9864151,-4.777268,3.1121166,0.5406781,0.81459427,1.572448,-1.3467058,1.8054658,0.6013664,0.19146208,0.38211563,-0.08668123,-0.66841745,0.9472108,-0.72119486,3.1804209,-7.90758,-3.1214347,-0.7619854,-0.96324193,-1.0369796,0.135471,-3.0864546,-0.37945476,2.5187993,3.5454338,-2.807564,2.490155,2.7132835,1.8453994,2.7629485,0.54891896,0.7717532,-0.65018123,0.73511684,0.80901587,2.4057107,6.408817,1.384549,-1.929133,-3.0797389,1.9241029,-4.64035,-0.1875935,1.0877787,1.5170377,-0.22742978,-2.0593014,-0.32183486,2.7253032,0.53282297,-0.28653947,-0.023196682,-1.9848775,-0.14470802,1.2237926,0.69456446,-1.3371978,-1.9769396,0.61987126,1.9591509,0.65831023,-0.6442456,-2.1871984,-2.4856308,-3.2623076,0.95512754,-3.7370763,1.1736625,-2.205353
b'OAS1_0010_MR1',-4.934218,-12.476422,3.9182303,2.5195878,0.39880696,-5.301802,3.6013062,-0.8010261,4.6647453,-2.1144397,-2.8919048,-4.245227,8.159801,-3.2690258,-0.67179227,-1.1438457,0.81223667,2.2207623,0.38951942,-0.5827413,-2.1767461,5.343071,-0.3070534,-0.027135946,0.26266626,-3.843089,0.103780575,-0.19016278,0.257205,3.1876583,-0.22833958,1.145895,-0.27116445,0.93645215,-1.9775671,2.815341,1.6523191,-1.1635141,0.5465879,3.7993367,-0.30771017,1.6100305,-3.9042387,0.55842894,-1.0294954,-1.7256521,2.899449,0.29395112,-0.23263149,-4.4148746,-0.24234106,0.8033889,0.4815229,-1.9122174,-0.7508523,-0.58418614,2.6822863,0.41959235,-0.8279989,0.8845837,3.4850497,2.3751814,-1.4192617,0.14537959,0.9624573,1.5072868,1.4005597,1.5124559,-2.7402933,1.5660021,-0.8078591,-0.20945978,0.7815286,-0.7982402,-1.3909184,1.0126237,0.24210475,1.5874649,-2.4209967,0.6897427,-0.36364874,-0.9815071,-0.57895887,-1.2470119,-0.15243359,-0.72743106,2.8398802,1.6093789,1.5973839,-0.46212026,-2.5145102,-1.2304533,-1.1949937,-2.2349136,0.75801915,-1.2845819,-2.2348373,-1.44877,-1.4704119,1.5716548
b'OAS1_0011_MR1',4.4885077,-0.21459487,-4.4311337,3.0060625,-2.230102,-2.6143227,-3.2143486,-3.2559912,-2.9911854,7.829937,0.108231395,3.9291658,-1.8340613,0.65908855,-0.08833819,4.0139685,0.43234393,1.2976913,1.9983586,1.2675105,-0.27532232,0.68796015,0.4958861,-3.4238281,-5.167609,3.314817,1.3762243,1.2617207,-3.9184868,1.0316904,1.1995778,-0.10951061,-3.7766454,0.7756758,-1.1875792,5.865441,1.5774394,-0.90651953,0.14056846,0.35661158,1.9351813,-2.0835545,1.3534503,-1.5598452,4.0080256,1.4158425,2.3837583,-5.711112,1.1722857,-1.5541147,0.42316374,-2.6584213,-2.0835352,-1.1088908,-0.8039969,-0.58817947,0.3525448,3.4864342,0.29269606,1.0563877,-2.0086405,0.40718484,-0.64016324,0.91781217,-0.5664711,-2.841682,1.8995047,-1.3329352,0.029165484,1.0991312,0.91275793,-1.2393442,-3.4014237,-0.028890751,0.5868919,0.59993476,-1.4734411,-1.2385284,0.95595556,4.8967605,0.0032148003,1.9359754,-3.649805,-2.3045158,0.7392748,0.30658236,3.0852616,-2.596996,-2.0182478,-1.0547719,-0.5826513,1.6732774,1.576243,2.3489282,-3.4146566,-1.1885445,0.16321386,0.67280984,0.39584053,2.0684597
